,alcaldia,latitud,longitud,alcaldia_id,año
1062,Milpa Alta,19.173492,-99.038138,9,2022
1063,Milpa Alta,19.207292,-99.058887,9,2022
1064,Milpa Alta,19.192891,-99.008973,9,2022
1065,Milpa Alta,19.198502,-99.024318,9,2022
1066,Milpa Alta,19.18984,-98.996986,9,2022
1067,Milpa Alta,19.189685,-99.09384,9,2022
1068,Milpa Alta,19.192891,-99.008973,9,2022
1069,Milpa Alta,19.188959,-98.996317,9,2022
1070,Milpa Alta,19.19551,-99.050441,9,2022
1071,Milpa Alta,19.203366,-99.029802,9,2022
1072,Milpa Alta,19.206369,-99.054366,9,2022
1073,Milpa Alta,19.195007,-99.026628,9,2022
1074,Milpa Alta,19.194988,-99.048445,9,2022
1075,Milpa Alta,19.193299,-99.002981,9,2022
1076,Milpa Alta,19.191514,-99.008249,9,2022
1077,Milpa Alta,19.204784,-99.029975,9,2022
1078,Milpa Alta,19.177044,-99.036393,9,2022
1079,Milpa Alta,19.17062,-98.991266,9,2022
1080,Milpa Alta,19.195315,-99.025913,9,2022
1081,Milpa Alta,19.187993,-99.076627,9,2022
1082,Milpa Alta,19.193942,-99.02656,9,2022
1083,Milpa Alta,19.17062,-98.991266,9,2022
1084,Milpa Alta,19.201993,-99.049313,9,2022
1085,Milpa Alta,19.204394,-99.028585,9,2022
1086,Milpa Alta,19.180187,-99.031526,9,2022
1087,Milpa Alta,19.178441,-99.034165,9,2022
1088,Milpa Alta,19.174767,-99.035972,9,2022
1089,Milpa Alta,19.175088,-99.031004,9,2022
1090,Milpa Alta,19.192584,-99.009097,9,2022
1091,Milpa Alta,19.170578,-98.996815,9,2022
1092,Milpa Alta,19.193929,-99.025753,9,2022
1093,Milpa Alta,19.185448,-98.993624,9,2022
1094,Milpa Alta,19.176992,-99.003265,9,2022
1095,Milpa Alta,19.190299,-99.006786,9,2022
1096,Milpa Alta,19.168578,-98.994349,9,2022
1097,Milpa Alta,19.190332,-99.002539,9,2022
1098,Milpa Alta,19.194364,-99.026,9,2022
1099,Milpa Alta,19.171436,-98.99488,9,2022
1100,Milpa Alta,19.190125,-99.002512,9,2022
1101,Milpa Alta,19.174432,-98.99241,9,2022
1102,Tláhuac,19.285488,-99.009125,11,2022
1103,Milpa Alta,19.171535,-98.994976,9,2022
1104,Milpa Alta,19.188958,-99.004459,9,2022
1105,Milpa Alta,19.194236,-99.026482,9,2022
1106,Milpa Alta,19.192685,-99.003403,9,2022
1107,Milpa Alta,19.190301,-99.002323,9,2022
1108,Milpa Alta,19.193984,-99.026471,9,2022
1109,Milpa Alta,19.178824,-99.033827,9,2022
1110,Milpa Alta,19.170755,-98.997509,9,2022
1111,Milpa Alta,19.177188,-99.03498,9,2022
1112,Milpa Alta,19.190713,-99.002635,9,2022
1113,Milpa Alta,19.193209,-99.008873,9,2022
1114,Milpa Alta,19.196736,-99.027737,9,2022
1115,Milpa Alta,19.177172,-99.032878,9,2022
1116,Milpa Alta,19.17685,-99.035078,9,2022
1117,Milpa Alta,19.192051,-99.00827,9,2022
1118,Milpa Alta,19.196737,-99.027802,9,2022
1119,Milpa Alta,19.192149,-99.092287,9,2022
1120,Milpa Alta,19.174926,-98.997331,9,2022
1121,Milpa Alta,19.173549,-98.994976,9,2022
1122,Milpa Alta,19.191851,-99.008117,9,2022
1123,Milpa Alta,19.189956,-99.006215,9,2022
1124,Milpa Alta,19.175651,-99.033833,9,2022
1125,Milpa Alta,19.191804,-99.009046,9,2022
1126,Milpa Alta,19.189709,-99.023046,9,2022
1127,Milpa Alta,19.191521,-99.006049,9,2022
1128,Milpa Alta,19.191755,-99.008981,9,2022
1129,Milpa Alta,19.195128,-99.006498,9,2022
1130,Milpa Alta,19.191755,-99.00898,9,2022
1131,Milpa Alta,19.189825,-99.007965,9,2022
1132,Milpa Alta,19.172451,-98.993611,9,2022
1133,Milpa Alta,19.192531,-99.005726,9,2022
1134,Milpa Alta,19.196924,-99.023678,9,2022
1135,Milpa Alta,19.172831,-98.994498,9,2022
1136,Milpa Alta,19.183031,-99.067454,9,2022
1137,Milpa Alta,19.184431,-98.99396,9,2022
1138,Milpa Alta,19.199009,-99.026473,9,2022
1139,Milpa Alta,19.169624,-98.9909,9,2022
1140,Milpa Alta,19.19472,-99.025968,9,2022
1141,Milpa Alta,19.175045,-99.035552,9,2022
1142,Milpa Alta,19.181493,-98.994978,9,2022
1143,Milpa Alta,19.190867,-99.090607,9,2022
1144,Milpa Alta,19.193221,-99.002839,9,2022
1145,Milpa Alta,19.169878,-98.992223,9,2022
1146,Milpa Alta,19.177671,-99.035541,9,2022
1147,Milpa Alta,19.190588,-99.004673,9,2022
1148,Milpa Alta,19.17073,-98.991465,9,2022
1149,Milpa Alta,19.193648,-99.09016,9,2022
1150,Milpa Alta,19.194252,-99.090572,9,2022
1151,Milpa Alta,19.204956,-99.029962,9,2022
1152,Milpa Alta,19.175843,-99.029039,9,2022
1153,Milpa Alta,19.185551,-99.066911,9,2022
1154,Milpa Alta,19.188909,-98.997419,9,2022
1155,Milpa Alta,19.192846,-99.000974,9,2022
1156,Milpa Alta,19.205028,-99.030004,9,2022
1157,Milpa Alta,19.193753,-99.089182,9,2022
1158,Milpa Alta,19.190528,-99.004814,9,2022
1159,Milpa Alta,19.176385,-99.032474,9,2022
1160,Milpa Alta,19.188962,-98.993166,9,2022
1161,Milpa Alta,19.195632,-99.089077,9,2022
1162,Milpa Alta,19.196075,-99.028931,9,2022
1163,Milpa Alta,19.191465,-99.001763,9,2022
1164,Milpa Alta,19.179048,-99.037452,9,2022
1165,Milpa Alta,19.188913,-99.001991,9,2022
1166,Milpa Alta,19.195671,-99.024242,9,2022
1167,Milpa Alta,19.193099,-99.000672,9,2022
1168,Milpa Alta,19.193229,-99.000203,9,2022
1169,Milpa Alta,19.20444,-99.02858,9,2022
1170,Milpa Alta,19.170536,-98.993668,9,2022
1171,Milpa Alta,19.204664,-99.028557,9,2022
1172,Milpa Alta,19.175321,-99.02904,9,2022
1173,Milpa Alta,19.195563,-99.003784,9,2022
1174,Milpa Alta,19.18109,-99.031585,9,2022
1175,Milpa Alta,19.180591,-99.031452,9,2022
1176,Milpa Alta,19.191665,-99.000971,9,2022
1177,Milpa Alta,19.188956,-99.007779,9,2022
1178,Milpa Alta,19.192026,-99.004175,9,2022
1179,Milpa Alta,19.193085,-99.000782,9,2022
1180,Milpa Alta,19.190912,-99.007306,9,2022
1181,Milpa Alta,19.19049,-99.004439,9,2022
1182,Milpa Alta,19.188308,-98.996796,9,2022
1183,Milpa Alta,19.189465,-99.00172,9,2022
1184,Milpa Alta,19.190413,-99.004534,9,2022
1185,Milpa Alta,19.189296,-99.004278,9,2022
1186,Milpa Alta,19.192255,-99.002584,9,2022
1187,Milpa Alta,19.190531,-99.007568,9,2022
1188,Milpa Alta,19.175467,-99.002289,9,2022
1189,Milpa Alta,19.191849,-99.000839,9,2022
1190,Milpa Alta,19.179928,-99.002897,9,2022
1191,Milpa Alta,19.190936,-99.00621,9,2022
1192,Milpa Alta,19.204007,-99.028669,9,2022
1193,Milpa Alta,19.175632,-99.003172,9,2022
1194,Milpa Alta,19.192644,-99.004956,9,2022
1195,Milpa Alta,19.192846,-99.001059,9,2022
1196,Milpa Alta,19.195721,-99.027294,9,2022
1197,Milpa Alta,19.191285,-99.002032,9,2022
1198,Milpa Alta,19.192108,-99.002769,9,2022
1199,Milpa Alta,19.193184,-99.002376,9,2022
1200,Milpa Alta,19.199751,-99.031505,9,2022
1201,Milpa Alta,19.191864,-99.006358,9,2022
1202,Milpa Alta,19.179219,-99.003068,9,2022
1203,Milpa Alta,19.19152,-99.005953,9,2022
1204,Milpa Alta,19.179507,-99.036159,9,2022
1205,Milpa Alta,19.22165,-99.0008,9,2022
1206,Milpa Alta,19.175846,-99.002698,9,2022
1207,Milpa Alta,19.189435,-99.000677,9,2022
1208,Milpa Alta,19.191048,-99.00692,9,2022
1209,Milpa Alta,19.221813,-99.000761,9,2022
1210,Milpa Alta,19.190502,-99.006298,9,2022
1211,Milpa Alta,19.194153,-99.026862,9,2022
1212,Milpa Alta,19.174725,-98.998717,9,2022
1213,Milpa Alta,19.1723,-99.000354,9,2022
1214,Milpa Alta,19.175274,-98.998007,9,2022
1215,Milpa Alta,19.195762,-99.018781,9,2022
1216,Milpa Alta,19.192488,-99.009622,9,2022
1217,Milpa Alta,19.195538,-99.023444,9,2022
1218,Milpa Alta,19.192648,-99.005447,9,2022
1219,Milpa Alta,19.192028,-99.003365,9,2022
1220,Milpa Alta,19.174973,-98.998177,9,2022
1221,Milpa Alta,19.191223,-99.006746,9,2022
1222,Milpa Alta,19.192318,-99.007313,9,2022
1223,Milpa Alta,19.194854,-99.001413,9,2022
1224,Milpa Alta,19.189376,-99.000844,9,2022
1225,Milpa Alta,19.181292,-99.007095,9,2022
1226,Milpa Alta,19.19152,-99.006346,9,2022
1227,Milpa Alta,19.186471,-98.994438,9,2022
1228,Milpa Alta,19.171743,-99.03143,9,2022
1229,Milpa Alta,19.187771,-98.993703,9,2022
1230,Milpa Alta,19.192308,-99.012085,9,2022
1231,Milpa Alta,19.196225,-99.024528,9,2022
1232,Milpa Alta,19.187226,-98.998149,9,2022
1233,Milpa Alta,19.192308,-99.012085,9,2022
1234,Milpa Alta,19.175842,-99.001757,9,2022
1235,Milpa Alta,19.172563,-99.031126,9,2022
1236,Milpa Alta,19.17397,-99.069114,9,2022
1237,Milpa Alta,19.192217,-99.007335,9,2022
1238,Milpa Alta,19.188677,-99.019829,9,2022
1239,Milpa Alta,19.195775,-99.023558,9,2022
1240,Milpa Alta,19.181983,-99.001546,9,2022
1241,Milpa Alta,19.19121,-98.99829,9,2022
1242,Milpa Alta,19.174666,-98.998709,9,2022
1243,Milpa Alta,19.175947,-99.003616,9,2022
1244,Milpa Alta,19.174829,-98.998489,9,2022
1245,Milpa Alta,19.175975,-99.003511,9,2022
1246,Milpa Alta,19.196375,-99.022547,9,2022
1247,Milpa Alta,19.1717,-98.995623,9,2022
1248,Milpa Alta,19.186305,-99.021092,9,2022
1249,Milpa Alta,19.175323,-98.998224,9,2022
1250,Milpa Alta,19.176282,-98.995148,9,2022
1251,Milpa Alta,19.192799,-99.001976,9,2022
1252,Milpa Alta,19.181965,-99.00152,9,2022
1253,Milpa Alta,19.189196,-99.020481,9,2022
1254,Milpa Alta,19.182438,-99.032243,9,2022
1255,Milpa Alta,19.196375,-99.022547,9,2022
1256,Milpa Alta,19.174523,-98.999196,9,2022
1257,Milpa Alta,19.196022,-99.022565,9,2022
1258,Milpa Alta,19.20172,-99.043062,9,2022
1259,Milpa Alta,19.192106,-99.005202,9,2022
1260,Milpa Alta,19.196631,-99.018246,9,2022
1261,Milpa Alta,19.192163,-99.003181,9,2022
1262,Milpa Alta,19.179388,-99.004112,9,2022
1263,Milpa Alta,19.175581,-99.036981,9,2022
1264,Milpa Alta,19.176782,-98.999679,9,2022
1265,Milpa Alta,19.190624,-99.018027,9,2022
1266,Milpa Alta,19.17742,-99.00216,9,2022
1267,Milpa Alta,19.175804,-99.036992,9,2022
1268,Milpa Alta,19.178299,-99.001305,9,2022
1269,Milpa Alta,19.188369,-99.027786,9,2022
1270,Milpa Alta,19.190249,-99.009007,9,2022
1271,Milpa Alta,19.171898,-98.999504,9,2022
1272,Milpa Alta,19.192804,-99.08464,9,2022
1273,Milpa Alta,19.18838,-99.021144,9,2022
1274,Milpa Alta,19.179449,-99.004101,9,2022
1275,Milpa Alta,19.173467,-99.00581,9,2022
1276,Milpa Alta,19.202498,-99.045424,9,2022
1277,Milpa Alta,19.187738,-99.01566,9,2022
1278,Milpa Alta,19.176976,-98.996812,9,2022
1279,Milpa Alta,19.184349,-99.018532,9,2022
1280,Milpa Alta,19.175946,-98.99599,9,2022
1281,Milpa Alta,19.189234,-99.003998,9,2022
1282,Milpa Alta,19.176137,-98.997977,9,2022
1283,Milpa Alta,19.175842,-98.999227,9,2022
1284,Milpa Alta,19.170972,-99.000871,9,2022
1285,Milpa Alta,19.186365,-99.018017,9,2022
1286,Milpa Alta,19.199433,-99.028967,9,2022
1287,Milpa Alta,19.176371,-98.99588,9,2022
1288,Milpa Alta,19.175842,-98.999227,9,2022
1289,Milpa Alta,19.177784,-99.001113,9,2022
1290,Milpa Alta,19.17318,-98.996349,9,2022
1291,Milpa Alta,19.189717,-99.019869,9,2022
1292,Milpa Alta,19.179203,-99.003044,9,2022
1293,Milpa Alta,19.176183,-98.999241,9,2022
1294,Milpa Alta,19.190415,-99.024827,9,2022
1295,Milpa Alta,19.175963,-99.001063,9,2022
1296,Milpa Alta,19.17637,-98.996124,9,2022
1297,Milpa Alta,19.177356,-99.001965,9,2022
1298,Milpa Alta,19.174008,-98.999524,9,2022
1299,Milpa Alta,19.203783,-99.029709,9,2022
1300,Milpa Alta,19.176466,-98.998629,9,2022
1301,Milpa Alta,19.189556,-99.019745,9,2022
1302,Milpa Alta,19.167286,-98.994906,9,2022
1303,Milpa Alta,19.176312,-98.998874,9,2022
1304,Milpa Alta,19.176119,-98.996384,9,2022
1305,Milpa Alta,19.175177,-98.996551,9,2022
1306,Milpa Alta,19.193339,-99.00329,9,2022
1307,Milpa Alta,19.178425,-98.996836,9,2022
1308,Milpa Alta,19.176313,-98.998871,9,2022
1309,Milpa Alta,19.177493,-98.997836,9,2022
1310,Milpa Alta,19.174831,-98.998583,9,2022
1311,Milpa Alta,19.187189,-99.019971,9,2022
1312,Milpa Alta,19.177645,-98.998459,9,2022
1313,Milpa Alta,19.17754,-98.998012,9,2022
1314,Milpa Alta,19.199737,-99.005029,9,2022
1315,Milpa Alta,19.172858,-99.000886,9,2022
1316,Milpa Alta,19.205228,-99.029647,9,2022
1317,Milpa Alta,19.173814,-99.003298,9,2022
1318,Milpa Alta,19.178162,-98.998413,9,2022
1319,Milpa Alta,19.205264,-99.029648,9,2022
1320,Milpa Alta,19.173884,-98.999449,9,2022
1321,Milpa Alta,19.178161,-98.998416,9,2022
1322,Milpa Alta,19.178073,-98.998363,9,2022
1323,Milpa Alta,19.174576,-98.998058,9,2022
1324,Milpa Alta,19.203354,-99.029944,9,2022
1325,Milpa Alta,19.186868,-99.020215,9,2022
1326,Milpa Alta,19.17765,-98.99853,9,2022
1327,Milpa Alta,19.175401,-98.997204,9,2022
1328,Milpa Alta,19.203361,-99.036078,9,2022
1329,Milpa Alta,19.179933,-99.002857,9,2022
1330,Milpa Alta,19.201976,-99.031563,9,2022
1331,Milpa Alta,19.189517,-99.019809,9,2022
1332,Milpa Alta,19.194976,-99.027214,9,2022
1333,Tlalpan,19.253063,-99.189027,12,2022
1334,Milpa Alta,19.205077,-99.030342,9,2022
1335,Milpa Alta,19.179273,-99.003804,9,2022
1336,Milpa Alta,19.189517,-99.019809,9,2022
1337,Milpa Alta,19.174776,-98.999489,9,2022
1338,Milpa Alta,19.178656,-98.995534,9,2022
1339,Milpa Alta,19.204825,-99.029544,9,2022
1340,Milpa Alta,19.175387,-98.997667,9,2022
1341,Milpa Alta,19.175708,-98.999209,9,2022
1342,Milpa Alta,19.179749,-99.004633,9,2022
1343,Milpa Alta,19.187881,-99.03132,9,2022
1344,Milpa Alta,19.176514,-98.999534,9,2022
1345,Milpa Alta,19.20384,-99.054605,9,2022
1346,Milpa Alta,19.194322,-99.025062,9,2022
1347,Milpa Alta,19.189847,-99.01825,9,2022
1348,Milpa Alta,19.175623,-98.999233,9,2022
1349,Milpa Alta,19.178749,-98.997402,9,2022
1350,Milpa Alta,19.193314,-99.002869,9,2022
1351,Milpa Alta,19.203891,-99.054591,9,2022
1352,Milpa Alta,19.194972,-99.031075,9,2022
1353,Milpa Alta,19.173844,-99.002434,9,2022
1354,Milpa Alta,19.178749,-98.997402,9,2022
1355,Milpa Alta,19.194815,-99.025836,9,2022
1356,Milpa Alta,19.191919,-99.000967,9,2022
1357,Milpa Alta,19.173089,-99.002815,9,2022
1358,Milpa Alta,19.176637,-99.002653,9,2022
1359,Milpa Alta,19.189858,-99.018356,9,2022
1360,Milpa Alta,19.190371,-99.000526,9,2022
1361,Milpa Alta,19.205127,-99.068494,9,2022
1362,Milpa Alta,19.177888,-98.997276,9,2022
1363,Milpa Alta,19.189858,-99.018356,9,2022
1364,Milpa Alta,19.205178,-99.068677,9,2022
1365,Milpa Alta,19.174119,-99.003058,9,2022
1366,Milpa Alta,19.197014,-99.002453,9,2022
1367,Milpa Alta,19.196616,-99.032306,9,2022
1368,Milpa Alta,19.173157,-99.001834,9,2022
1369,Milpa Alta,19.174824,-99.002033,9,2022
1370,Milpa Alta,19.173292,-99.001671,9,2022
1371,Milpa Alta,19.19665,-99.0312,9,2022
1372,Milpa Alta,19.192695,-99.004062,9,2022
1373,Milpa Alta,19.193122,-99.004623,9,2022
1374,Milpa Alta,19.175466,-99.002134,9,2022
1375,Milpa Alta,19.190348,-99.018401,9,2022
1376,Milpa Alta,19.181414,-99.007019,9,2022
1377,Milpa Alta,19.18431,-99.019275,9,2022
1378,Milpa Alta,19.183031,-99.067454,9,2022
1379,Milpa Alta,19.178368,-98.995405,9,2022
1380,Milpa Alta,19.176412,-99.002637,9,2022
1381,Milpa Alta,19.190348,-99.018401,9,2022
1382,Milpa Alta,19.177786,-99.001344,9,2022
1383,Milpa Alta,19.177917,-98.997307,9,2022
1384,Milpa Alta,19.192788,-99.025342,9,2022
1385,Milpa Alta,19.175795,-99.002673,9,2022
1386,Milpa Alta,19.168721,-98.999794,9,2022
1387,Milpa Alta,19.18663,-99.029199,9,2022
1388,Milpa Alta,19.190421,-99.007645,9,2022
1389,Milpa Alta,19.174946,-98.998766,9,2022
1390,Milpa Alta,19.191059,-99.007347,9,2022
1391,Milpa Alta,19.179157,-98.999738,9,2022
1392,Milpa Alta,19.178969,-98.996125,9,2022
1393,Milpa Alta,19.189496,-99.018345,9,2022
1394,Milpa Alta,19.202051,-99.036823,9,2022
1395,Milpa Alta,19.190336,-99.005427,9,2022
1396,Milpa Alta,19.178969,-98.996125,9,2022
1397,Milpa Alta,19.168068,-99.000588,9,2022
1398,Milpa Alta,19.200958,-99.030496,9,2022
1399,Milpa Alta,19.177705,-98.998057,9,2022
1400,Milpa Alta,19.191139,-99.007341,9,2022
1401,Milpa Alta,19.177166,-98.997421,9,2022
1402,Milpa Alta,19.1703,-99.000657,9,2022
1403,Milpa Alta,19.201153,-99.030427,9,2022
1404,Milpa Alta,19.197551,-99.002241,9,2022
1405,Milpa Alta,19.193316,-99.003571,9,2022
1406,Milpa Alta,19.195657,-99.017694,9,2022
1407,Milpa Alta,19.199326,-99.022896,9,2022
1408,Milpa Alta,19.173913,-99.002358,9,2022
1409,Milpa Alta,19.196769,-99.024579,9,2022
1410,Milpa Alta,19.187135,-99.0218,9,2022
1411,Milpa Alta,19.173962,-99.003223,9,2022
1412,Milpa Alta,19.205322,-99.030068,9,2022
1413,Milpa Alta,19.171344,-98.9996,9,2022
1414,Milpa Alta,19.184751,-99.013891,9,2022
1415,Milpa Alta,19.176997,-99.036594,9,2022
1416,Milpa Alta,19.196483,-99.049278,9,2022
1417,Milpa Alta,19.185452,-99.021011,9,2022
1418,Milpa Alta,19.175765,-98.998061,9,2022
1419,Milpa Alta,19.176997,-99.036594,9,2022
1420,Milpa Alta,19.195049,-99.004234,9,2022
1421,Milpa Alta,19.171123,-98.993638,9,2022
1422,Milpa Alta,19.219354,-99.00176,9,2022
1423,Milpa Alta,19.182766,-99.032009,9,2022
1424,Milpa Alta,19.196761,-99.024609,9,2022
1425,Milpa Alta,19.195212,-99.001017,9,2022
1426,Milpa Alta,19.187862,-99.030449,9,2022
1427,Milpa Alta,19.194326,-99.001504,9,2022
1428,Milpa Alta,19.17594,-99.029193,9,2022
1429,Milpa Alta,19.174323,-99.002207,9,2022
1430,Milpa Alta,19.187158,-99.075068,9,2022
1431,Milpa Alta,19.177791,-98.995766,9,2022
1432,Milpa Alta,19.219321,-99.00155,9,2022
1433,Milpa Alta,19.180907,-99.031305,9,2022
1434,Milpa Alta,19.184837,-99.016929,9,2022
1435,Milpa Alta,19.180564,-99.031373,9,2022
1436,Milpa Alta,19.198994,-99.008471,9,2022
1437,Milpa Alta,19.181628,-99.035045,9,2022
1438,Milpa Alta,19.184259,-99.020439,9,2022
1439,Milpa Alta,19.185839,-99.018568,9,2022
1440,Milpa Alta,19.173268,-99.036549,9,2022
1441,Milpa Alta,19.172045,-98.991271,9,2022
1442,Milpa Alta,19.194108,-99.00776,9,2022
1443,Milpa Alta,19.173035,-99.036516,9,2022
1444,Milpa Alta,19.177794,-99.001143,9,2022
1445,Milpa Alta,19.194831,-99.01531,9,2022
1446,Milpa Alta,19.1946,-99.007607,9,2022
1447,Milpa Alta,19.186034,-99.071687,9,2022
1448,Milpa Alta,19.195528,-99.001886,9,2022
1449,Milpa Alta,19.175308,-98.996495,9,2022
1450,Milpa Alta,19.179319,-99.001065,9,2022
1451,Milpa Alta,19.194854,-99.016235,9,2022
1452,Milpa Alta,19.196116,-99.005183,9,2022
1453,Milpa Alta,19.173325,-99.036878,9,2022
1454,Milpa Alta,19.19196,-99.01189,9,2022
1455,Milpa Alta,19.179935,-99.03085,9,2022
1456,Milpa Alta,19.190239,-99.002164,9,2022
1457,Milpa Alta,19.174806,-98.997894,9,2022
1458,Milpa Alta,19.184299,-99.019323,9,2022
1459,Milpa Alta,19.191599,-99.021098,9,2022
1460,Milpa Alta,19.193483,-99.026153,9,2022
1461,Milpa Alta,19.187862,-99.030448,9,2022
1462,Milpa Alta,19.196436,-99.01831,9,2022
1463,Milpa Alta,19.178064,-99.002921,9,2022
1464,Milpa Alta,19.187668,-99.068824,9,2022
1465,Milpa Alta,19.193921,-99.02433,9,2022
1466,Milpa Alta,19.193672,-99.017033,9,2022
1467,Milpa Alta,19.196669,-99.033848,9,2022
1468,Milpa Alta,19.196455,-99.033768,9,2022
1469,Milpa Alta,19.195253,-99.030987,9,2022
1470,Milpa Alta,19.191465,-99.029369,9,2022
1471,Milpa Alta,19.194816,-99.022638,9,2022
1472,Milpa Alta,19.193185,-99.018552,9,2022
1473,Milpa Alta,19.189075,-99.02168,9,2022
1474,Milpa Alta,19.196028,-99.033098,9,2022
1475,Milpa Alta,19.187113,-99.020933,9,2022
1476,Milpa Alta,19.187288,-99.020948,9,2022
1477,Milpa Alta,19.192617,-99.020056,9,2022
1478,Milpa Alta,19.187336,-99.021004,9,2022
1479,Milpa Alta,19.207272,-99.054565,9,2022
1480,Milpa Alta,19.186937,-99.020642,9,2022
1481,Milpa Alta,19.194548,-99.034116,9,2022
1482,Milpa Alta,19.191325,-99.027494,9,2022
1483,Milpa Alta,19.189626,-99.021753,9,2022
1484,Milpa Alta,19.186937,-99.020642,9,2022
1485,Milpa Alta,19.188917,-99.00853,9,2022
1486,Milpa Alta,19.209736,-99.009731,9,2022
1487,Milpa Alta,19.192284,-99.007538,9,2022
1488,Milpa Alta,19.194348,-99.03501,9,2022
1489,Milpa Alta,19.175908,-98.99648,9,2022
1490,Milpa Alta,19.185337,-99.021507,9,2022
1491,Milpa Alta,19.192443,-99.003148,9,2022
1492,Milpa Alta,19.187475,-99.015041,9,2022
1493,Milpa Alta,19.188917,-99.008106,9,2022
1494,Milpa Alta,19.193109,-99.008544,9,2022
1495,Milpa Alta,19.193,-99.02682,9,2022
1496,Milpa Alta,19.188916,-99.008105,9,2022
1497,Milpa Alta,19.184744,-99.020742,9,2022
1498,Milpa Alta,19.189574,-99.006116,9,2022
1499,Milpa Alta,19.191342,-98.999876,9,2022
1500,Milpa Alta,19.188337,-99.032778,9,2022
1501,Milpa Alta,19.19235,-99.012054,9,2022
1502,Milpa Alta,19.174846,-98.998068,9,2022
1503,Milpa Alta,19.181255,-99.006985,9,2022
1504,Milpa Alta,19.205386,-99.067401,9,2022
1505,Milpa Alta,19.196093,-99.014671,9,2022
1506,Milpa Alta,19.201732,-99.06885,9,2022
1507,Milpa Alta,19.197395,-99.02333,9,2022
1508,Milpa Alta,19.191597,-99.0271,9,2022
1509,Milpa Alta,19.176426,-98.998551,9,2022
1510,Milpa Alta,19.189141,-99.004765,9,2022
1511,Milpa Alta,19.20322,-99.06702,9,2022
1512,Milpa Alta,19.177442,-98.997661,9,2022
1513,Milpa Alta,19.20806,-99.066548,9,2022
1514,Milpa Alta,19.195838,-99.03252,9,2022
1515,Milpa Alta,19.222,-98.998676,9,2022
1516,Milpa Alta,19.188639,-99.029561,9,2022
1517,Milpa Alta,19.187827,-98.99248,9,2022
1518,Milpa Alta,19.20605,-99.069318,9,2022
1519,Milpa Alta,19.223388,-99.001441,9,2022
1520,Milpa Alta,19.187996,-99.032524,9,2022
1521,Milpa Alta,19.18434,-99.026454,9,2022
1522,Milpa Alta,19.185739,-99.022501,9,2022
1523,Milpa Alta,19.173088,-99.001707,9,2022
1524,Milpa Alta,19.205078,-99.072067,9,2022
1525,Milpa Alta,19.184369,-99.026396,9,2022
1526,Milpa Alta,19.193395,-99.004083,9,2022
1527,Milpa Alta,19.173639,-99.00252,9,2022
1528,Milpa Alta,19.189878,-99.029234,9,2022
1529,Milpa Alta,19.198552,-99.024493,9,2022
1530,Milpa Alta,19.201852,-99.069891,9,2022
1531,Milpa Alta,19.187495,-99.067387,9,2022
1532,Milpa Alta,19.192654,-99.028152,9,2022
1533,Milpa Alta,19.197903,-99.034174,9,2022
1534,Milpa Alta,19.174072,-99.002451,9,2022
1535,Milpa Alta,19.193814,-99.001936,9,2022
1536,Milpa Alta,19.191128,-99.00132,9,2022
1537,Milpa Alta,19.194287,-99.001564,9,2022
1538,Milpa Alta,19.201015,-99.068901,9,2022
1539,Milpa Alta,19.189562,-99.029251,9,2022
1540,Milpa Alta,19.178691,-98.998357,9,2022
1541,Milpa Alta,19.190522,-99.005595,9,2022
1542,Milpa Alta,19.175686,-99.002207,9,2022
1543,Milpa Alta,19.202248,-99.072685,9,2022
1544,Milpa Alta,19.192226,-99.001587,9,2022
1545,Milpa Alta,19.190589,-99.007609,9,2022
1546,Milpa Alta,19.190407,-99.002029,9,2022
1547,Milpa Alta,19.202714,-99.069522,9,2022
1548,Milpa Alta,19.188061,-99.029755,9,2022
1549,Milpa Alta,19.175757,-99.003602,9,2022
1550,Milpa Alta,19.19063,-99.018965,9,2022
1551,Milpa Alta,19.189317,-98.993116,9,2022
1552,Milpa Alta,19.201953,-99.071466,9,2022
1553,Milpa Alta,19.18977,-99.004736,9,2022
1554,Milpa Alta,19.190501,-99.01902,9,2022
1555,Milpa Alta,19.193358,-99.022833,9,2022
1556,Milpa Alta,19.18945,-99.000483,9,2022
1557,Milpa Alta,19.189267,-99.004049,9,2022
1558,Milpa Alta,19.190268,-99.027001,9,2022
1559,Milpa Alta,19.204381,-99.072414,9,2022
1560,Milpa Alta,19.190245,-99.019051,9,2022
1561,Milpa Alta,19.185202,-99.021544,9,2022
1562,Milpa Alta,19.202538,-99.068968,9,2022
1563,Milpa Alta,19.189764,-99.004654,9,2022
1564,Milpa Alta,19.192945,-99.021442,9,2022
1565,Milpa Alta,19.185204,-99.021545,9,2022
1566,Milpa Alta,19.190076,-99.021908,9,2022
1567,Milpa Alta,19.187564,-99.02952,9,2022
1568,Milpa Alta,19.18415,-99.020528,9,2022
1569,Milpa Alta,19.190245,-99.019049,9,2022
1570,Milpa Alta,19.195743,-99.024789,9,2022
1571,Milpa Alta,19.201476,-99.077206,9,2022
1572,Milpa Alta,19.198041,-99.023445,9,2022
1573,Milpa Alta,19.18786,-99.029887,9,2022
1574,Milpa Alta,19.204167,-99.069732,9,2022
1575,Milpa Alta,19.177752,-98.996535,9,2022
1576,Milpa Alta,19.194556,-99.028836,9,2022
1577,Milpa Alta,19.204286,-99.069985,9,2022
1578,Milpa Alta,19.207695,-99.067065,9,2022
